text,label
Resistance Support from Arab World. It has been reported that in American military operations against insurgents in Mosul in the north of Iraq this week four decapitated corpses were found.,World
Bush to reform Social Security. US President Bush said that now is the time to confront Social Security to deal with a projected \$3.7 trillion shortfall over 75 years and give younger workers the ability to invest some of their retirement money in personal accounts.,Business
"California sues Microsoft for antitrust...again. Five California counties and two cities sue the software giant under state antitrust laws, for taking advantage of government buyers.",Sci/Tech
Japan Checking Report Asian Body Found in Iraq.  TOKYO (Reuters) - Japan was checking a media report on  Friday that an Asian body had been found in Iraq after the  expiry of a deadline set for the beheading of a Japanese youth  whose captors had demanded that Tokyo withdraw its troops.,World
"Fake Beckham pix in new virus scare. Virus writers are attempting to take over computer users #39; PCs by enticing them to click on a malicious programme masquerading as lurid photos of England soccer captain David Beckham, according to a security firm.",Sci/Tech
New Bangalore road to beat jams. India's out-sourcing capital Bangalore is to get an \$87m (48m) new toll motorway in a fresh bid to tackle congestion.,Business
"Rumsfeld, et. al. Charged with War Crimes in Germany. Reuters in Germany is reporting that Donald Rumsfeld, George Tenant and eight other unnamed US officials will be charge with war crimes in connection with the Abu Ghraib prisoner abuse scandal.",World
"Palestinian leaders give show of unity in Arafat #39;s absence. Ramallah, West Bank - The Palestinian leadership held its first meeting Saturday since the departure of the ailing Yasser Arafat, putting on a show of unity to dispel concerns about possible chaos and infighting in his absence.",World
"China Seeks to Soothe Markets Over Rates (Reuters). Reuters - China's central bank sought on Friday\to soothe concerns over its first interest rate hike in nearly\a decade, saying it will not have a big impact on the economy\or the pegged yuan currency.",World
"Nev. 1st Touch-Screen, Paper-Trail Voters (AP). AP - In what could become a model for other states, Nevada voters on Tuesday became the first in the nation to cast ballots in a statewide election on computers that printed paper records of electronic ballots.",World
"Margaret Hassan Again Pleads for her Life. Kidnapped aid worker Margaret Hassan has made another videotape plea for Britain to withdraw its troops from Iraq. The tape, broadcast on Arab TV network Al-Jazeera, also showed Mrs Hassan ",World
"Confidence slips in the service sector. RISING oil prices and interest rates have hit confidence in service firms, but manufacturers have recorded their best spell of orders for nine years, two new surveys show today.",Business
Crisis talks over tennis no-shows. Organisers of the European ATP Masters Series events are holding a meeting in Paris on Tuesday to discuss the current wave of withdrawals by leading players.,Sports
"NHLers get Original again. Locked-out players can keep playing by joining Original Six teams in the new Original Stars Hockey League. The brainchild of Mississauga, Ont.",Sports
"Decision on dams soon, says Rashid. LAHORE - Federal Minister for Information, Sheikh Rashid Ahmed Friday reiterated that President Pervez Musharraf should retain both the offices in view of the changed internal situation and geo-political conditions of the region.",World
"In Georgia, transformation isn't fast enough for some. TBILISI, Georgia -- The old white Zhiguli fairly flew down the highway, skimming precariously over the potholes as Garri Nersesov clutched the wheel and declared victory in the war on corruption.",World
"Intel updates wireless chips, software. Intel Corp. unveiled an update to its wireless networking technology Thursday, adding simpler software, improved security and support for a more robust, less interference-prone radio standard.",Sci/Tech
"IMF heaps praise on Australia, sees growth at 3.75 percent. WASHINGTON : The International Monetary Fund commended Australia #39;s economic management and said the country #39;s 13-year expansion is likely to continue with 3.75 percent growth in 2004.",Business
"Iraq's Allawi Optimistic on Jan. Elections. WASHINGTON - Iraqi Prime Minister Ayad Allawi sees a bright future for Iraqi democracy, brushing aside skeptics who say elections set for January may be truncated or canceled altogether because of violence.    Defense Secretary Donald H...",World
"Drug fee plan draws fire. Cancer drug distributors are trying to charge storage and handling fees to the makers of the drugs, a move some consumer groups worry could undermine parts of the Medicare prescription benefit law meant to curb pricing abuses.",Business
"Lakshmi Mittal builds empire from troubled assets. Indian-born Lakshmi Mittal started out with a steel mill in Indonesia in 1976. By April of next year, the London-based entrepreneur will have bought Wilbur Ross #39;s International Steel Group ",Business
Second bomb threat on Greek plane. A Greek passenger jet bound for New York made an emergency landing in Ireland yesterday after a warning that a bomb was about to explode on board.,World
"Hamm Should Hold Onto Gold. Athletes are marinated in preparation for years, and grilled in harsh evaluation or simply bask in recognition for decades. And during competition, each competitor can handle no more than the prescribed circumstances.",Sports
"November import prices rise 0.2, more than expected. The price of goods imported into the United States in November rose 0.2, slightly more than expected, a Labor Department report showed on Thursday, as increases in non-petroleum prices hit a 10-month high.",Business
"Czech Republic Crushes Germany in World Cup Hockey.  PRAGUE (Reuters) - The Czech Republic's vaunted offense  finally roared to life, erupting for five unanswered goals in  the second period on the way to a 7-2 thrashing of Germany at  the World Cup Friday.",Sports
"HP Shutters UDC. Hewlett-Packard has decided to break up its Utility Data Center (UDC) program, according to company spokespeople. A long-term initiative dating back to the late 1990s, the UDC program aimed to provide enterprises ",Sci/Tech
Wikipedia's Emergent People fail to impress readers. &lt;strong&gt;Letters&lt;/strong&gt; No sympathy for the fiddlers,Sci/Tech
"Report: Weinsteins Looking to Stay with Disney. Harvey and Bob Weinstein, who founded and run Walt Disney Co. #39;s Miramax Films unit, are now looking for a way to stay within the Disney fold, the New York Post said on Tuesday, citing no sources.",Business
Raines joins White Sox staff. CBC SPORTS ONLINE - Former Montreal Expos great Tim Raines has landed a coaching job with the Chicago White Sox. The once-prolific base-stealer has signed on to be Chiago #39;s first-base and base-running coach.,Sports
"Private Spaceship Designers Given \$10M. Burt Rutan, Scaled Composite #39;s team leader, waves while being introduced in St. Louis, Saturday, Nov. 6, 2004. Rutan designed SpaceShipOne, the rocket plane financed by billionaire Paul Allen that won the ",Sci/Tech
"Red Sox Sign Renteria to 4-Year Contract (AP). AP - Edgar Renteria's first choice was to remain in St. Louis, but the Boston Red Sox gave him an offer too good to turn down.",Sports
Notebook: Spurrier #39;s news may affect UW job search. No sooner had the news hit yesterday that Steve Spurrier was pulling himself out of consideration for a return trip to Florida than speculation began to rumble around Seattle that maybe that means the ol #39; ball coach is headed to UW.,Sports
"PeopleSoft, Unfazed, Announces 5-Year Pact With I.B.M.. PeopleSoft's partnership with I.B.M. is an attempt to show that it is moving forward aggressively despite the turmoil created by Oracle's hostile takeover bid.",Sci/Tech
Putin #39;s  #39;New Deal #39; for Russia. Is Russia giving up on democracy? Russian President Vladimir Putin certainly seems to be suggesting that possibility. He introduced a plan that would restrict elections in Russia and would  quot;radically restructure ,World
Digital Radio a New Front in Piracy War (AP). AP - Technologies that let people record satellite and Internet radio broadcasts digitally are opening a new front in the recording industry's war on music piracy.,Sci/Tech
"Bush: Validity of Ukraine Vote in Doubt (AP). AP - President Bush declared Friday that charges of voter fraud have cast doubt on the Ukrainian election, and warned that any European-negotiated pact on Iran's nuclear program must ensure the world can verify Tehran's compliance.",World
"Car bomb blast hits US convoy in Mosul. A car bomb exploded at a US military convoy in the northern Iraqi city of Mosul, causing several casualties, the army and Iraqi officials said.",World
"NFL : McNabb, Owens torch Cowboys. While it was sure to be a hit in the east, it certainly wasnt so popular at Texas Stadium. Thats where Terrell Owens, Donovan McNabb and the Philadelphia Eagles ripped apart the ",Sports
"StreamCast, Grokster escape suit. AP - A US court says the makers of two leading file-sharing programs are not legally liable for the songs, movies and other copyright works swapped online by their users, in a stinging blow to the entertainment industry. ",Business
"Taiwan's Chen quits party post. President Chen resigns as DPP chairman in Taiwan, in a move which could signal a new drive to find consensus.",World
"Bush to give Supreme Court ultra-conservative edge (AFP). AFP - President George W. Bush's election victory has won him the right to give the US Supreme Court, which plays a key social role, a much stronger conservative leaning.",World
"It's clear they know who to call for help.  quot;Commissioner Tagliabue, it's Commissioner Stern on Line 1. quot;  quot;Who's Commissioner Stern? quot;",Sports
"China takes a great leap backwards for Deng. IN LIFE he was feared and revered, but in death the father of Chinas 20-year economic miracle and crusher of Tiananmen Square had assumed iconic status.",World
Delta chief warns that bankruptcy is possible. Delta Air Lines #39; CEO is cautioning that a tentative pact reached with pilots for a billion dollars in concessions doesn #39;t guarantee the struggling carrier has avoided a possible bankruptcy filing.,Business
"CORRECTED - Reuters to make Bangalore biggest employment hub (Reuters). Reuters - In BANGALORE story headlined ""Reuters to make Bangalore biggest employment hub"", please read in second paragraph ... its workforce of 14,700 ... instead of ... 14,900 (corrects number).",World
Angels wouldn #39;t be a good playoff foe. The Angels weren #39;t playing the same game as the Yankees this weekend. Not in the wide-angle sense of being a first-place team with the luxury of a comfortable lead.,Sports
Astros #39; Bagwell busting out of October slump. CBC SPORTS ONLINE - What #39;s more surprising than the Houston Astros #39; 18 straight wins at home? How about a Jeff Bagwell post-season hitting streak?,Sports
Kanu Can Do for Megson. Fists may have been flying at The Hawthorns... but it was Rob Earnshaw #39;s foot that left Gary Megson wondering what might have been.,Sports
"Opec to raise production. VIENNA: The Organisation of Petroleum Exporting Countries on Wednesday decided to increase its official output by 1 million barrels per day from November 1, Iranian oil minister Bijan Namdar Zangeneh and his Algerian counterpart Chakib Khelil said.",Business
A Brush With China's Twilight Zone. The government struggles to adapt its old methods of social control to the challenge of maintaining authority over a society seeking greater freedoms.,World
"Rojo Blog Launched. \\Today we launched our Rojo blog:\\""We are very pleased to announce a new company: Rojo Networks, Inc. Our mission\is to make online content more accessible and useful for information\consumers, and our free Internet service, Rojo, aims to do just that.""\\""In early 2003 the founders of Rojo met for the first time in a cafe in San\Francisco. We had come from different backgrounds-Chris Alden had been a\co-founder of Red Herring Communications and so had come from a publishing\perspective while Kevin Burton had developed and was soon to release an RSS\reader called NewsMonster (see who else is involved in Rojo here)-but we\shared a passionate belief that with the revolution in online writing, ...\\",Sci/Tech
"Explosives go missing in Iraq. Hundreds of tonnes of explosives are missing from a site near Baghdad that was part of Saddam Hussein #39;s dismantled nuclear arms program but never secured by the US military, the UN nuclear watchdog has said.",World
"Ameritrade Posts November Client Trades. Ameritrade Holding Corp., a provider of brokerage services for individual investors, said Friday that daily average client trades in November reached 183,000, with 29,000 new accounts opened during the month.",Business
Anwar critical of Malaysian poll. Malaysia #39;s former deputy prime minister Anwar Ibrahim has called the March 2004 elections  quot;the most seriously flawed in the history of the country quot; and said he expected more reform from Prime Minister Abdullah Badawi.,World
"Soccer / Crystal Palace holds Arsenal, Chelsea goes two points &lt;b&gt;...&lt;/b&gt;. Chelsea went two points clear at the top of the Premier League after beating Everton 1-0 and struggling champion Arsenal was held to a surprise 1-1 draw by promoted Crystal Palace yesterday.",Sports
"Tennis: Serena Williams Reaches Finals of China Open. Top seed Serena Williams of the United States has powered her way into the finals of the China Open tennis tournament in Beijing with a straight sets (6-2, 6-3) victory over fourth-seeded Vera Zvonareva of Russia.",Sports
"Liberal culture under threat in Dutch religious and ethnic crisis. The Dutch government yesterday moved to reverse a long tradition as Europe #39;s most liberal haven for immigrants by signalling tougher treatment of foreigners and Muslims and greater powers for the security services, in response to the Netherlands #39; worst ",World
"The bullet always tells the truth. Among soldiers and other hired gunmen, it is said that the bullet always tell the truth. Its the triggermans way of passing moral responsibility for his deed, and his good or ill fortune, from the trigger to the target.",World
TechBrief: Judge clears Google on search ads. Google won a major legal victory Wednesday when a US judge said the search engine could continue to sell ads triggered by searches that use trademarked company names.,Business
"Legislators exploring ways to regulate space tourism. While entrepreneurs explore how to put ordinary folks into space, federal officials are pondering how to regulate the emerging commercial space industry.",Sci/Tech
"US Airways, UAL #39;s United Post Big Losses. UAL (UALAQ.OB:OTC BB - news - research) and US Airways (UAIRQ.OB:OTC BB - news - research) weighed in with hefty third-quarter losses Thursday as industry overcapacity and stratospheric fuel prices continued to generate red ink while the carriers operated ",Business
No. 14 Utah Begins Defense of MWC Title (AP). AP - Utah hopes to rely on a more conventional approach against Air Force this year.,Sports
"Post-Arafat Gaza Sees Turmoil. GAZA CITY, Gaza Strip - The air above the Gaza Strip was humid and motionless Saturday, free of the throat-burning black smoke from flaming tires that mourners had lit in sadness and anger at the death this week of Yasser Arafat.",World
"Conferees back bill to resolve trade row. WASHINGTON -- A major rewrite of corporate tax law that would end a trade dispute with Europe won congressional negotiators' backing yesterday after House Republicans beat back efforts to increase tobacco regulation. The measure would repeal a tax break for thousands of US exporters that the World Trade Organization ruled illegal. As a replacement, it offers more than \$140 billion ...",Business
"Battle of the Apples takes long road. The Beatles, trading as Apple Corp, won #39;t let it be when it comes to Apple Computer #39;s forays into the music business. Photo: Getty Images.",Sci/Tech
10 years jail for hotel bombing. AN Indonesian court has sentenced a Muslim militant to 10 years in jail after finding him guilty of involvement in last year #39;s JW Marriott hotel bombing in Jakarta.,World
"Another citizen of US abducted. BAGHDAD, Iraq - Gunmen kidnapped a Lebanese-American businessman and militants released a tape yesterday showing the beheading of an Iraqi officer as a warning to those who deal with  quot;the infidel quot; Americans.",World
"S Thailand hit by fresh violence. Thailand troubled south remains tense after a series of violent incidents left at least seven people dead. The killings came a week after 85 Muslims were killed when a protest turned violent, many of them suffocated while in police custody.",World
"O Romeo, art thou a good Republican? Romance follows the party line in US (AFP). AFP - She was pretty and smart; he was educated and charmingly polite. They could have been headed for ""happily ever after"" if it had not been for ... the faith-based initiative.",World
"Malaysia, Singapore Jumpstart Stalled Relations.  PUTRAJAYA, Malaysia (Reuters) - Malaysia and Singapore  agreed Monday to work on resolving long-standing disputes in  what could be a milestone in relations between the two  quarrelsome Southeast Asian neighbors.",World
Sports: Astros 2 Cardinals 1 after three. ST. LOUIS The Houston Astros are ahead of St. Louis 2-to-1 over St. Louis after three innings of Game Seven of the National League Championship Series.,Sports
Siebel teams with T-Systems to host CRM in Europe. Company expanding its reach after introducing the hosted service in the U.S. last year .,Sci/Tech
"Intel in new chip breakthrough. Intel creates a more powerful memory chip without increasing its size, confounding warnings that the firm had hit its technical limits.",Sci/Tech
"Bomb Blasts in Northeast India Kill 10, Wound 35.  GUWAHATI, India (Reuters) - A series of bomb blasts killed  nine people and wounded 35 in northeastern India on Saturday in  the deadliest attack since a cease-fire with the main  separatist group in Nagaland began seven years ago.",World
"Ground share meeting on Merseyside. LONDON, England -- One of the fiercest rivalries in world football could be set to one side under possible plans for Premier League Liverpool and Everton to share a ground.",Sports
Gazprom expands its oil business preparing to buy Yuganskneftegaz. Russian state-controlled gas giant Gazprom has announced its intention to be one of the bidders in the auction of the 76.8 stake in Yuganskneftegaz to be held on Dec.19.,Business
"Anti-terro measures at Russian nuclear facilities insufficient &lt;b&gt;...&lt;/b&gt;. A Russian prosecutor pointed out Thursday that some of Russia #39;s nuclear power plants and petrochemical enterprises do not have sufficient safeguards against terrorist attacks, the Interfax news agency reported.",Sci/Tech
"Stocks Higher As Oil Nears \$50 a Barrel. NEW YORK - Stocks moved slightly higher Friday as investors tried to uncouple share prices from skyrocketing oil costs, even as crude reached new highs and flirted with \$50 per barrel.    A barrel of light crude was quoted at \$48.90, up 20 cents, on the New York Mercantile Exchange after setting a new intraday record earlier in the session at \$49.40...",World
"Despite wine losses, Foster #39;s net rises. SYDNEY Foster #39;s Group, Australia #39;s biggest maker of beer and wine, said Tuesday that full-year earnings rose 73 percent after the company sold its pubs unit.",Business
"India #39;s Tata Group Acquires Tyco Network At Bargain Price. com. In a new indication that the sale of US-built telecommunications infrastructure to foreign interests at fire-sale prices is continuing, Tyco International announced Monday that it is selling its Tyco Global Network to India #39;s Tata Group.",Business
"Bland Mountain salvage talks set. The public is invited to an informal open house Monday to discuss salvage options on the Bland Mountain Fire. The August fire burned about 1,700 acres of Bureau of Land Management land, and the agency is considering salvaging up to 400 acres of that.",Sci/Tech
"Germany could lose equestrian gold. BERLIN, Germany -- Germany, stripped of two equestrian golds in Athens, will almost certainly lose a third title after two of its show jumping horses failed dope tests.",Sports
"NetSuite smartens up CRM. InfoWorld reviewer says Version 10 a good fit for smaller businesses looking for a strong CRM app, and especially those in need of integrated financial and inventory management.",Sci/Tech
"Wilkinson reprieve for Keown. Martin Keown, told that he could leave after a row with former manager Micky Adams, is to return to Leicester #39;s squad following the appointment of Howard Wilkinson as temporary first-team coach.",Sports
"Motorola and Mastercard begin  quot;credit card quot; phone trials. Later this year, a few hundred US residents will be testing two such product lines made by Motorola that use MasterCard #39;s PayPass wireless payment system, according to Motorola.",Sci/Tech
"Broncos Pummel Texans, 31-13. Denver Broncos wide receiver Ashley Lelie reaches to catch a 40-yard touchdown pass in the second quarter against the Houston Texans in Denver, Sunday, Nov. 7, 2004.",Sports
"Pakistan's Musharraf says bin Laden alive, but hide-out unknown (AFP). AFP - Pakistan President Pervez Musharraf said he believed Al-Qaeda leader Osama bin Laden was alive but that he was unsure where he was hiding.",World
"Soaring fuel costs undermine industry #39;s cost-cutting programs. The Air Transport Association says, due to cutbacks, industry labor expenses are about the same today as they were a decade ago -- at about 34 percent of total costs.",Business
"Judge Dietz Finds School Finance System Unconstitutional. On Wednesday afternoon, Sept. 15, state District Judge John Dietz concluded a five-and-half-week trial by ruling unconstitutional the Texas system of public school finance.",Business
Fed raises again. Central bank boosts fed funds rate to 2.25 but after 5 hikes in this year what #39;s in store for  #39;05? NEW YORK (CNN/Money) - The Federal Reserve raised a critical short-term interest rate by a quarter of a percentage ,Business
McGrath and Langer shine in drawn India tour opener (AFP). AFP - Glenn McGrath scalped four wickets and Justin Langer hit a century here to lead Australia's preparations for next week's Test series against India.,World
"Starbucks Buys Stake in German Operations. Starbucks Corp. (SBUX.O: Quote, Profile, Research) said on Monday it now owns 100 percent of its German operations after buying KarstadtQuelle AG #39;s (KARG.",Business
"Czechs lament wasted chances. Six years later, the Czech Republic has found how bitter the taste of Nagano can be. In a game very similar to their shoot-out win over Canada in the semi-final at the 2002 Olympics ",Sports
Microsoft Feeling Heat from the Penguin. LinuxInsider: Microsoft #39;s Steve Ballmer argued that the true amount of shifting from Microsoft to Linux in places like Europe and Asia has been overstated in the media.,Sci/Tech
"BugMeNot Gets Booted, Restored. The site that helps people evade registration roadblocks on websites couldn't evade trouble itself. Its server host, perhaps bowing to pressure, pulled the plug last week. But a new host is found and BugMeNot is back up. By Rachel Metz.",Sci/Tech
"Campaigns Focus on Iraq in Ads (AP). AP - President Bush claims John Kerry ""doesn't even know where he stands"" on the war, while the Democrat accuses Bush of having ""no plan what to do"" in Iraq  #151; dueling television ads setting the stage for the candidates' Thursday night debate over foreign policy.",World
"Bush Announces Plan for Troop Realignment. WASHINGTON - Two Army divisions will return to the United States from Germany as part of a global military restructuring that President Bush says will bring up to 70,000 American troops home in the next decade.    Pentagon officials said Monday the 1st Armored Division and 1st Infantry Division probably won't start leaving their bases in Germany until 2006 at the earliest...",World
"Russia readies YUKOS auction. Russia is pressing ahead with the last step in the destruction of YUKOS, saying it will auction the oil major #39;s main Siberian unit on December 19 for \$8.65 billion (4.66 ",Business
"And now for the lawsuits. Following the Contract Recognition Board #39;s finding in favour of BAR, it is only a matter of time before the various  #39;interested parties #39; begin legal action against those that they feel led them astray.",Sports
BBC shake-up to mean job losses. Thousands of jobs will go as BBC boss Mark Thompson announces a radical shake-up of the corporation.,World
"Two Turkish Hostages Freed in Iraq -Agency (Reuters). Reuters - Two Turkish engineers abducted by\Iraqi militants were freed on Sunday after the companies they\work for said they would withdraw from Iraq to save their\lives, the state-run Anatolian news agency said.",World
"Nuclear Plant in New Jersey Draws Censure. Experts have identified an array of problems at the Salem nuclear power station, one of the country's largest.",World
Arctic meltdown gathers speed. global average projected by UN reports. Siberia and Alaska have already warmed by 2-3 C since the 1950s. outweighed by threats to indigenous peoples and the habitats of animals and plants.,Sci/Tech
Minn. Newspaper Suspends Two Reporters (AP). AP - Two newspaper reporters who went to see the Boss perform at a political fund-raising concert got in trouble with their own boss.,World
"Citigroup Is Sued Over Alleged Interference. A global investment fund manager has filed a civil suit against Citigroup, charging that the New York-based financial institution improperly interfered with the investment fund #39;s operations in Brazil, lawyers said Tuesday.",Business
"Historic teams meet in World Series. CBC SPORTS ONLINE - It?s been 86 years since the Boston Red Sox last won the World Series, but they still have a long way to go to vanquish the so-called  #39;Curse of the Bambino.",Sports
"Winter constellations returning to view. Nov. 03: Over the next two mornings Venus and Jupiter reach their minimum separation. Tomorrow before dawn they stand 0.8 degree (1 1/2 moon widths) apart, with Venus above and slightly left.",Sci/Tech
"US Justice Department clears Cingular-AT T Wireless merger (AFP). AFP - The US antitrust authorities said they would clear Cingular Wireless Corp.'s 41-billion-dollar takeover of AT amp;T Wireless, with conditions.",Sci/Tech
"Susilo sworn in as Indonesia #39;s sixth president. JAKARTA (JP): Susilo Bambang Yudhoyono was on Wednesday sworn in as Indonesia #39;s sixth president and the first to be directly elected, replacing Megawati Soekarnoputri.",World
"FedEx Earnings More Than Double (Reuters). Reuters - FedEx Corp. , the world's top\air-express shipper, on Wednesday said quarterly earnings more\than doubled on strong growth in its international, ground and\freight services.",Business
Athletics Struggle Down the Stretch (AP). AP - The Oakland Athletics are used to pressure-packed pennant races. It's their sub-par September that's the shocker.,Sports
"Bankruptcy looms over US Air talks. SAN FRANCISCO (CBS.MW) - Snubbed by its pilots, US Airways Group is scrambling to find cost savings among other union workers to avoid tumbling back into bankruptcy, an event industry analysts warn could come as early as this weekend.",Business
"Philly Fed: Factories Slowed in November.  NEW YORK (Reuters) - Factory activity in the U.S.  Mid-Atlantic region slowed in November, but held in positive  territory as the outlook for the future bounced back from  depressed levels, a survey showed on Thursday.",Business
Lonard wins with a birdie barrage. So it is no more than apt that Peter Lonard should yesterday add to the tradition in the 100th staging of Australia #39;s oldest and greatest golf championship.,Sports
Osama Bin Laden Criticizes President Bush in New Video. Al-Qaida terrorist leader Osama bin-Laden has threatened new attacks on the United States in a new videotape aired on al-Jazeera television.,World
"Champions League: Group H - Chelsea clam up again and round up. Jose Mourinho made several changes to his Chelsea side for the visit of Paris St.Germain, resulting in a rustrating but not entirely relevant 0-0 draw.",Sports
"Feinstein Warns Goss Against CIA Reforms (AP). AP - A Democratic senator warned CIA Director Porter Goss Thursday that his efforts to make major changes could have ""a significant and negative effect on the agency.""",World
"Bush barnstorms battleground state ahead of party convention (AFP). AFP - US President George W. Bush rolled across this battleground state, rallying supporters ahead of next week's Republican National Convention, where he will formally be nominated for another four-year term.",World
"Motorola to cut 1,000 jobs. ZDNet #39;s survey of IT professionals in August kept Wired  amp; Wireless on top for the 18th month in a row. Telecommunications equipment maker Motorola said Tuesday that it would cut 1,000 jobs and take related ",Business
Games blur news and entertainment. Some game makers are trying to get players to expand their horizons by reflecting on news events in games,Sci/Tech
"Fears, prices soar as blockade tightens. Nepalese soldiers check the bags of people heading for the capital at Naubise, 30 kilometres to the west. Maoists have set up blockades on routes to Kathmandu.",World
Savage Is A  #39;Drama Queen #39; - Sanchez. The Wales midfielder claimed that a challenge by Michael Hughes in the World Cup qualifier on Wednesday was career-threatening.,Sports
"Psst, Sony #39;s handheld game goes on sale in Japan on Dec 12. IF YOU are heading for Japan in December, here #39;s something that you may want to include in your shopping list. Sony #39;s PlayStation Portable, which will mark the Japanese electronics and entertainment giant #39;s ",Sci/Tech
"Delay in Jan. vote sought. BAGHDAD - Leading Iraqi politicians called Friday for a six-month delay in the Jan. 30 election because of the spiraling violence as US forces uncovered more bodies in the northern city of Mosul, apparent ",World
"Bailout plan shelved for Donald Trump #39;s casinos. ATLANTIC CITY, NJ Donald Trump is trying to make a deal after the proposed bailout of his cash-strapped casino company was shelved by  quot;mutual agreement.",Business
"Dungy entitled to be offended by MNF intro. Before putting Towelgate to rest, it #39;s important to revisit some of the specifics of what Colts coach Tony Dungy said about the Terrell Owens-Nicollette Sheridan skit at the beginning of Monday Night Football.",Sports
"Milk shake-up as dairies merge. A Scandinavian and a Dutch dairy announce plans to merge and create a co-operative of 21,000 farmers.",Business
"Pageantry Planned for Bush Inauguration (AP). AP - When President Bush takes his second oath of office Jan. 20 it will be his family's fifth inauguration ceremony, a day of pomp and pageantry set amid the icons of democracy only this city can provide: the U.S. Capitol, the White House, Pennsylvania Avenue.",World
"Blair Was Warned of Post-War Iraq Chaos -- Paper.  LONDON (Reuters) - Britain's foreign secretary and senior  officials warned Prime Minister Tony Blair a year before  invading Iraq that chaos could follow the toppling of Saddam  Hussein, a newspaper said Saturday.",World
"Jackson Squares Off With Attorney. SANTA MARIA, Calif. - Dozens of Michael Jackson's fans pressed against a chain-link fence outside court Monday, staking out viewing spots hours before the pop star was to arrive to face off against the prosecutor who has pursued him for years on child molestation charges...",World
"Sudan rejects US genocide declaration as politics. The Sudanese Foreign Minister has rejected a United States declaration of genocide in the Darfur region of Sudan, saying the US is using a humanitarian crisis for political purposes.",World
Cost of NZ mobile calls too high. A draft report from the Commerce Commission says mobile phone operators have abused their dominant position in the market to keep the cost of calling high.,Business
"Gunmen fire on Chalabi convoy. On Wednesday, gunmen fired at a convoy carrying Ahmad Chalabi, a former Iraq Governing Council member and one-time US ally, wounding two of his bodyguards.",World
"Industrial Production Nearly Stalls.  WASHINGTON (Reuters) - U.S. industrial output growth nearly  stalled last month as production cuts at mines and utilities  nearly swamped a solid performance in factories, a report from  the Federal Reserve showed on Wednesday.",Business
"Ortiz Homer Keeps Red Sox Hopes Alive.  BOSTON (Reuters) - David Ortiz smacked a two-run homer in  the bottom of the 12th inning to give the Red Sox a 6-4 victory  over the New York Yankees on Monday, enabling Boston to avoid a  sweep in the American League Championship Series.",Sports
Agent: Smith's Appeal to Be Heard Wed. (AP). AP - The NFL will hear Minnesota Vikings running back Onterrio Smith's appeal of a pending four-game suspension next week.,Sports
"SpaceShipOne successful again. MOJAVE, Calif. -- By the time test pilot Brian Binnie shut down the rocket engine on SpaceShipOne Monday morning, the view out his cockpit windows had turned from bright, desert blue to black.",Sci/Tech
"Companies step up monitoring of internal networks (USATODAY.com). USATODAY.com - Companies that have spent billions on cyberdefenses to thwart intruders are now addressing an even bigger threat: employees. Many are investing in software that monitors sensitive content inside corporate networks, say security analysts and venture capitalists.",Sci/Tech
"Cingular Sells 33 of Indian Cell Venture. Cingular Wireless, the largest United States cellphone service provider, has agreed to sell its 33 percent stake in Idea Cellular of India for about \$200 million to a Malaysian joint venture.",Business
"Iron Ore Prices To Lift 19 For Australian Miners - Abare. SYDNEY (Dow Jones)--Continued strong steelmaking demand from China is expected to drive an 18.6 lift in iron ore prices for Australian producers into 2005, the government #39;s Australian Bureau of Agricultural  amp; Resource Economics said Monday.",Business
"Update 1: FedEx Meets 1Q Wall Street Estimates. FedEx Corp. said Tuesday that its first-quarter earnings more than doubled, helped by a strengthening worldwide economy and expansion of its international express and ground shipping businesses.",Business
"Code to exploit Windows graphics flaw now public. com September 22, 2004, 4:17 PM PT. Most IT Managers won #39;t question the importance of security, but this priority has been sliding between the third and fourth most important focus for companies.",Sci/Tech
"Northwest charges for in-person, phone ticket bookings. CHICAGO : Controversial new Northwest Airlines fees for tickets booked by telephone or in person at airport counters went into force.",Business
"Honeywell to Buy UK's Novar for \$1.5 Bln.  LONDON (Reuters) - Diversified U.S. manufacturer Honeywell  has agreed to buy Novar Plc, a British industrial holding  company, for 798 million pounds (\$1.53 billion), a source  familiar with the situation said on Sunday.",Business
International concern at Rwanda military intervention in DR Congo (AFP). AFP - International concern was growing after Rwandan President Paul Kagame announced that his country's troops will launch an operation in pursuit of Rwandan Hutu rebels in the eastern Democratic Republic of Congo (DRC).,World
Calhoun not fond of loss. But Calhoun likes his players and his university and the fact that the Huskies are the defending national champions a lot more. Calhoun was livid with himself and the collective ,Sports
"Does Extinction Loom for Australia's Wild Dingoes?. Wild populations of Australian dingoes may go extinct within 50 years unless steps are taken to prevent crossbreeding with domestic dogs, scientists and conservationists say.",Sci/Tech
"Investors brace for impact of higher oil prices, US interest rate &lt;b&gt;...&lt;/b&gt;. TORONTO (CP) - Early indicators were mostly negative Monday for North American stock markets as crude oil prices rose and investors braced for another US interest rate increase.",Business
"Developers react to Longhorn delay. Developers had mixed reactions to Microsoft #39;s revamped Longhorn plans Friday, with some unhappy to see the Windows update split into pieces but others pleased with what they see as a more pragmatic approach.",Sci/Tech
Big Ten openers haven #39;t treated Illini well. It doesn #39;t take a doctorate in football to recognize the differences between Joe Tiller #39;s tenure at Purdue and Ron Turner #39;s equally long stay at Illinois.,Sports
